STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,INDICATOR,Indicator,GEO_PICT,Pacific Island Countries and territories,SEX,Sex,AGE,Age,URBANIZATION,Urbanization,INCOME,Income,EDUCATION,Education level,OCCUPATION,Occupation,COMPOSITE_BREAKDOWN,Composite breakdown,DISABILITY,Disability,TIME_PERIOD,Time,OBS_VALUE,Observation value,UNIT_MEASURE,Unit of measure,REPORTING_TYPE,Reporting type,NATURE,Nature,DATA_SOURCE,Data source,OBS_STATUS,Observation Status,OBS_COMMENT,Comment
DATAFLOW,SPC:DF_BP50(1.0),Blue Pacific 2050 (all),I,A,Annual,SE_PRE_PARTN,"Participation rate in organised learning (one year before the
            official primary entry age)",NU,Niue,F,Female,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2015,,100,,PERCENT,percent,G,Global,C,Country Data,UNESCO Institute of Statistics,,,,,
DATAFLOW,SPC:DF_BP50(1.0),Blue Pacific 2050 (all),I,A,Annual,SE_PRE_PARTN,"Participation rate in organised learning (one year before the
            official primary entry age)",NU,Niue,F,Female,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2019,,61.9,,PERCENT,percent,G,Global,C,Country Data,UNESCO Institute of Statistics,,,,,
DATAFLOW,SPC:DF_BP50(1.0),Blue Pacific 2050 (all),I,A,Annual,SE_PRE_PARTN,"Participation rate in organised learning (one year before the
            official primary entry age)",NU,Niue,F,Female,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2020,,61.9,,PERCENT,percent,G,Global,C,Country Data,UNESCO Institute of Statistics,,,,,
DATAFLOW,SPC:DF_BP50(1.0),Blue Pacific 2050 (all),I,A,Annual,SE_PRE_PARTN,"Participation rate in organised learning (one year before the
            official primary entry age)",TO,Tonga,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2014,,99,,PERCENT,percent,R,Regional,C,Country Data,"Tonga Ministry of Education, EMIS.",,,,,
DATAFLOW,SPC:DF_BP50(1.0),Blue Pacific 2050 (all),I,A,Annual,SE_PRE_PARTN,"Participation rate in organised learning (one year before the
            official primary entry age)",TO,Tonga,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2019,,96.7,,PERCENT,percent,N,National,C,Country Data,"Tonga Statistics Department. 2020. Tonga Multiple Indicator Cluster Survey 2019, Survey Findings Report. Nuku’alofa, Tonga: Tonga Statistics Department.",,,,,
DATAFLOW,SPC:DF_BP50(1.0),Blue Pacific 2050 (all),I,A,Annual,SE_PRE_PARTN,"Participation rate in organised learning (one year before the
            official primary entry age)",TO,Tonga,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2020,,94.59,,PERCENT,percent,G,Global,C,Country Data,UNESCO Institute of Statistics,,,,,
DATAFLOW,SPC:DF_BP50(1.0),Blue Pacific 2050 (all),I,A,Annual,SE_PRE_PARTN,"Participation rate in organised learning (one year before the
            official primary entry age)",TO,Tonga,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2021,,81.6,,PERCENT,percent,N,National,C,Country Data,UNESCO Institute for Statistics,,,,,
DATAFLOW,SPC:DF_BP50(1.0),Blue Pacific 2050 (all),I,A,Annual,SE_PRE_PARTN,"Participation rate in organised learning (one year before the
            official primary entry age)",TO,Tonga,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2022,,82.57,,PERCENT,percent,N,National,C,Country Data,UNESCO Institute for Statistics,,,,,
DATAFLOW,SPC:DF_BP50(1.0),Blue Pacific 2050 (all),I,A,Annual,SE_PRE_PARTN,"Participation rate in organised learning (one year before the
            official primary entry age)",TV,Tuvalu,_T,Total,_T,All ages,U,Urban,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2019,,78,,PERCENT,percent,N,National,C,Country Data,"Tuvalu Central Statistics Department. 2021. Tuvalu Multiple Indicator Cluster Survey 2019–2020, Snapshot of Key Findings. Funafuti, Tuvalu: Tuvalu Central Statistics Department.",,,,,
DATAFLOW,SPC:DF_BP50(1.0),Blue Pacific 2050 (all),I,A,Annual,SE_PRE_PARTN,"Participation rate in organised learning (one year before the
            official primary entry age)",SB,Solomon Islands,M,Male,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2013,,58.5,,PERCENT,percent,G,Global,C,Country Data,UNESCO Institute of Statistics,,,,,
DATAFLOW,SPC:DF_BP50(1.0),Blue Pacific 2050 (all),I,A,Annual,SE_PRE_PARTN,"Participation rate in organised learning (one year before the
            official primary entry age)",SB,Solomon Islands,M,Male,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2014,,60.6,,PERCENT,percent,G,Global,C,Country Data,UNESCO Institute of Statistics,,,,,
DATAFLOW,SPC:DF_BP50(1.0),Blue Pacific 2050 (all),I,A,Annual,SE_PRE_PARTN,"Participation rate in organised learning (one year before the
            official primary entry age)",SB,Solomon Islands,M,Male,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2015,,63.3,,PERCENT,percent,G,Global,C,Country Data,UNESCO Institute of Statistics,,,,,
DATAFLOW,SPC:DF_BP50(1.0),Blue Pacific 2050 (all),I,A,Annual,SE_PRE_PARTN,"Participation rate in organised learning (one year before the
            official primary entry age)",SB,Solomon Islands,M,Male,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2018,,57.4,,PERCENT,percent,G,Global,C,Country Data,UNESCO Institute of Statistics,,,,,
DATAFLOW,SPC:DF_BP50(1.0),Blue Pacific 2050 (all),I,A,Annual,SE_PRE_PARTN,"Participation rate in organised learning (one year before the
            official primary entry age)",SB,Solomon Islands,M,Male,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2019,,64.34,,PERCENT,percent,G,Global,C,Country Data,UNESCO Institute of Statistics,,,,,
DATAFLOW,SPC:DF_BP50(1.0),Blue Pacific 2050 (all),I,A,Annual,SE_PRE_PARTN,"Participation rate in organised learning (one year before the
            official primary entry age)",TV,Tuvalu,F,Female,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2015,,100,,PERCENT,percent,G,Global,C,Country Data,UNESCO Institute of Statistics,,,,,
DATAFLOW,SPC:DF_BP50(1.0),Blue Pacific 2050 (all),I,A,Annual,SE_PRE_PARTN,"Participation rate in organised learning (one year before the
            official primary entry age)",TV,Tuvalu,F,Female,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2016,,92.1,,PERCENT,percent,G,Global,C,Country Data,UNESCO Institute of Statistics,,,,,
DATAFLOW,SPC:DF_BP50(1.0),Blue Pacific 2050 (all),I,A,Annual,SE_PRE_PARTN,"Participation rate in organised learning (one year before the
            official primary entry age)",TV,Tuvalu,F,Female,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2018,,90.8,,PERCENT,percent,G,Global,C,Country Data,UNESCO Institute of Statistics,,,,,
DATAFLOW,SPC:DF_BP50(1.0),Blue Pacific 2050 (all),I,A,Annual,SE_PRE_PARTN,"Participation rate in organised learning (one year before the
            official primary entry age)",TV,Tuvalu,F,Female,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2019,,80,,PERCENT,percent,N,National,C,Country Data,UNESCO Institute of Statistics,,,,,
DATAFLOW,SPC:DF_BP50(1.0),Blue Pacific 2050 (all),I,A,Annual,SE_PRE_PARTN,"Participation rate in organised learning (one year before the
            official primary entry age)",MH,Marshall Islands,F,Female,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2015,,40.8,,PERCENT,percent,N,National,C,Country Data,UNESCO Institute for Statistics,,,,,
DATAFLOW,SPC:DF_BP50(1.0),Blue Pacific 2050 (all),I,A,Annual,SE_PRE_PARTN,"Participation rate in organised learning (one year before the
            official primary entry age)",MH,Marshall Islands,F,Female,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2016,,62.2,,PERCENT,percent,G,Global,C,Country Data,UNESCO Institute of Statistics,,,,,
DATAFLOW,SPC:DF_BP50(1.0),Blue Pacific 2050 (all),I,A,Annual,SE_PRE_PARTN,"Participation rate in organised learning (one year before the
            official primary entry age)",MH,Marshall Islands,F,Female,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2019,,69.2,,PERCENT,percent,G,Global,C,Country Data,UNESCO Institute of Statistics,,,,,
DATAFLOW,SPC:DF_BP50(1.0),Blue Pacific 2050 (all),I,A,Annual,SE_PRE_PARTN,"Participation rate in organised learning (one year before the
            official primary entry age)",MH,Marshall Islands,F,Female,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2020,,58.8,,PERCENT,percent,G,Global,C,Country Data,UNESCO Institute of Statistics,,,,,
DATAFLOW,SPC:DF_BP50(1.0),Blue Pacific 2050 (all),I,A,Annual,SE_PRE_PARTN,"Participation rate in organised learning (one year before the
            official primary entry age)",MH,Marshall Islands,F,Female,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2021,,86.89,,PERCENT,percent,G,Global,C,Country Data,UNESCO Institute for Statistics,,,,,
DATAFLOW,SPC:DF_BP50(1.0),Blue Pacific 2050 (all),I,A,Annual,SE_PRE_PARTN,"Participation rate in organised learning (one year before the
            official primary entry age)",MH,Marshall Islands,F,Female,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2022,,95,,PERCENT,percent,G,Global,C,Country Data,UNESCO Institute for Statistics,,,,,
DATAFLOW,SPC:DF_BP50(1.0),Blue Pacific 2050 (all),I,A,Annual,SE_PRE_PARTN,"Participation rate in organised learning (one year before the
            official primary entry age)",MH,Marshall Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2015,,39.6,,PERCENT,percent,N,National,C,Country Data,UNESCO Institute for Statistics,,,,,
DATAFLOW,SPC:DF_BP50(1.0),Blue Pacific 2050 (all),I,A,Annual,SE_PRE_PARTN,"Participation rate in organised learning (one year before the
            official primary entry age)",MH,Marshall Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2016,,63.5,,PERCENT,percent,G,Global,C,Country Data,UNESCO Institute of Statistics,,,,,
DATAFLOW,SPC:DF_BP50(1.0),Blue Pacific 2050 (all),I,A,Annual,SE_PRE_PARTN,"Participation rate in organised learning (one year before the
            official primary entry age)",MH,Marshall Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2019,,68.8,,PERCENT,percent,G,Global,C,Country Data,UNESCO Institute of Statistics,,,,,
DATAFLOW,SPC:DF_BP50(1.0),Blue Pacific 2050 (all),I,A,Annual,SE_PRE_PARTN,"Participation rate in organised learning (one year before the
            official primary entry age)",MH,Marshall Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2020,,60.48,,PERCENT,percent,G,Global,C,Country Data,UNESCO Institute of Statistics,,,,,
DATAFLOW,SPC:DF_BP50(1.0),Blue Pacific 2050 (all),I,A,Annual,SE_PRE_PARTN,"Participation rate in organised learning (one year before the
            official primary entry age)",MH,Marshall Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2021,,83.86,,PERCENT,percent,N,National,C,Country Data,UNESCO Institute for Statistics,,,,,
DATAFLOW,SPC:DF_BP50(1.0),Blue Pacific 2050 (all),I,A,Annual,SE_PRE_PARTN,"Participation rate in organised learning (one year before the
            official primary entry age)",MH,Marshall Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2022,,90.77,,PERCENT,percent,G,Global,C,Country Data,UNESCO Institute for Statistics,,,,,
DATAFLOW,SPC:DF_BP50(1.0),Blue Pacific 2050 (all),I,A,Annual,SE_PRE_PARTN,"Participation rate in organised learning (one year before the
            official primary entry age)",KI,Kiribati,M,Male,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2018,,95.2,,PERCENT,percent,N,National,C,Country Data,"Kiribati National Statistics Office, Kiribati Social Development Indicator Survey 2018-19",,,,,
DATAFLOW,SPC:DF_BP50(1.0),Blue Pacific 2050 (all),I,A,Annual,SE_PRE_PARTN,"Participation rate in organised learning (one year before the
            official primary entry age)",KI,Kiribati,M,Male,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2020,,95.57,,PERCENT,percent,G,Global,C,Country Data,UNESCO Institute of Statistics,,,,,
DATAFLOW,SPC:DF_BP50(1.0),Blue Pacific 2050 (all),I,A,Annual,SE_PRE_PARTN,"Participation rate in organised learning (one year before the
            official primary entry age)",FJ,Fiji,M,Male,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2019,,100,,PERCENT,percent,G,Global,C,Country Data,UNESCO Institute of Statistics,,,,,
DATAFLOW,SPC:DF_BP50(1.0),Blue Pacific 2050 (all),I,A,Annual,SE_PRE_PARTN,"Participation rate in organised learning (one year before the
            official primary entry age)",FJ,Fiji,M,Male,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2020,,86.03,,PERCENT,percent,N,National,C,Country Data,UNESCO Institute for Statistics,,,,,
DATAFLOW,SPC:DF_BP50(1.0),Blue Pacific 2050 (all),I,A,Annual,SE_PRE_PARTN,"Participation rate in organised learning (one year before the
            official primary entry age)",FJ,Fiji,M,Male,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2021,,87.11,,PERCENT,percent,N,National,C,Country Data,UNESCO Institute for Statistics,,,,,
DATAFLOW,SPC:DF_BP50(1.0),Blue Pacific 2050 (all),I,A,Annual,SE_PRE_PARTN,"Participation rate in organised learning (one year before the
            official primary entry age)",FJ,Fiji,M,Male,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2022,,81.43,,PERCENT,percent,N,National,C,Country Data,UNESCO Institute for Statistics,,,,,
DATAFLOW,SPC:DF_BP50(1.0),Blue Pacific 2050 (all),I,A,Annual,SE_PRE_PARTN,"Participation rate in organised learning (one year before the
            official primary entry age)",MH,Marshall Islands,M,Male,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2015,,38.5,,PERCENT,percent,N,National,C,Country Data,UNESCO Institute for Statistics,,,,,
DATAFLOW,SPC:DF_BP50(1.0),Blue Pacific 2050 (all),I,A,Annual,SE_PRE_PARTN,"Participation rate in organised learning (one year before the
            official primary entry age)",MH,Marshall Islands,M,Male,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2016,,64.7,,PERCENT,percent,G,Global,C,Country Data,UNESCO Institute of Statistics,,,,,
DATAFLOW,SPC:DF_BP50(1.0),Blue Pacific 2050 (all),I,A,Annual,SE_PRE_PARTN,"Participation rate in organised learning (one year before the
            official primary entry age)",MH,Marshall Islands,M,Male,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2019,,68.5,,PERCENT,percent,G,Global,C,Country Data,UNESCO Institute of Statistics,,,,,
DATAFLOW,SPC:DF_BP50(1.0),Blue Pacific 2050 (all),I,A,Annual,SE_PRE_PARTN,"Participation rate in organised learning (one year before the
            official primary entry age)",MH,Marshall Islands,M,Male,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2020,,62.09,,PERCENT,percent,G,Global,C,Country Data,UNESCO Institute of Statistics,,,,,
DATAFLOW,SPC:DF_BP50(1.0),Blue Pacific 2050 (all),I,A,Annual,SE_PRE_PARTN,"Participation rate in organised learning (one year before the
            official primary entry age)",MH,Marshall Islands,M,Male,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2021,,81.03,,PERCENT,percent,N,National,C,Country Data,UNESCO Institute for Statistics,,,,,
DATAFLOW,SPC:DF_BP50(1.0),Blue Pacific 2050 (all),I,A,Annual,SE_PRE_PARTN,"Participation rate in organised learning (one year before the
            official primary entry age)",MH,Marshall Islands,M,Male,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2022,,86.81,,PERCENT,percent,G,Global,C,Country Data,UNESCO Institute for Statistics,,,,,
DATAFLOW,SPC:DF_BP50(1.0),Blue Pacific 2050 (all),I,A,Annual,SE_PRE_PARTN,"Participation rate in organised learning (one year before the
            official primary entry age)",PW,Palau,F,Female,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2014,,80.4,,PERCENT,percent,N,National,C,Country Data,Palau - Ministry of Education Database Extract,,,,,
DATAFLOW,SPC:DF_BP50(1.0),Blue Pacific 2050 (all),I,A,Annual,SE_PRE_PARTN,"Participation rate in organised learning (one year before the
            official primary entry age)",PW,Palau,F,Female,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2020,,100,,PERCENT,percent,G,Global,C,Country Data,UNESCO Institute of Statistics,,,,,
DATAFLOW,SPC:DF_BP50(1.0),Blue Pacific 2050 (all),I,A,Annual,SE_PRE_PARTN,"Participation rate in organised learning (one year before the
            official primary entry age)",VU,Vanuatu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2015,,42,,PERCENT,percent,N,National,C,Country Data,"Vanuatu Ministry of Education and Training, Annual Statistical Report, 2015.",,,,,
DATAFLOW,SPC:DF_BP50(1.0),Blue Pacific 2050 (all),I,A,Annual,SE_PRE_PARTN,"Participation rate in organised learning (one year before the
            official primary entry age)",VU,Vanuatu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2018,,91.55,,PERCENT,percent,G,Global,C,Country Data,UNESCO Institute of Statistics,,,,,
DATAFLOW,SPC:DF_BP50(1.0),Blue Pacific 2050 (all),I,A,Annual,SE_PRE_PARTN,"Participation rate in organised learning (one year before the
            official primary entry age)",VU,Vanuatu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2019,,97.21,,PERCENT,percent,G,Global,C,Country Data,UNESCO Institute of Statistics,,,,,
DATAFLOW,SPC:DF_BP50(1.0),Blue Pacific 2050 (all),I,A,Annual,SE_PRE_PARTN,"Participation rate in organised learning (one year before the
            official primary entry age)",VU,Vanuatu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2020,,98.03,,PERCENT,percent,G,Global,C,Country Data,UNESCO Institute of Statistics,,,,,
DATAFLOW,SPC:DF_BP50(1.0),Blue Pacific 2050 (all),I,A,Annual,SE_PRE_PARTN,"Participation rate in organised learning (one year before the
            official primary entry age)",VU,Vanuatu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2021,,88.31,,PERCENT,percent,N,National,C,Country Data,"Ministry of Education, Statistical Report 2021, Vanuatu Government",,,,,
DATAFLOW,SPC:DF_BP50(1.0),Blue Pacific 2050 (all),I,A,Annual,SE_PRE_PARTN,"Participation rate in organised learning (one year before the
            official primary entry age)",VU,Vanuatu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2022,,81.3,,PERCENT,percent,N,National,C,Country Data,"Ministry of Education, Statistical Digest 2022, Vanuatu Government",,,,,
DATAFLOW,SPC:DF_BP50(1.0),Blue Pacific 2050 (all),I,A,Annual,SE_PRE_PARTN,"Participation rate in organised learning (one year before the
            official primary entry age)",VU,Vanuatu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2023,,87.4,,PERCENT,percent,N,National,C,Country Data,"Vanuatu Bureau of Statistics, Multiple Indicator Cluster Survey 2023, Survey Findings Report July 2024",,A,Normal value,,
DATAFLOW,SPC:DF_BP50(1.0),Blue Pacific 2050 (all),I,A,Annual,SE_PRE_PARTN,"Participation rate in organised learning (one year before the
            official primary entry age)",PF,French Polynesia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2021,,97.5,,PERCENT,percent,N,National,C,Country Data,"French Polynesia Government, preliminary 2023 Sustainable Development Goals in French Polynesia, 2024.",,,,,
DATAFLOW,SPC:DF_BP50(1.0),Blue Pacific 2050 (all),I,A,Annual,SE_PRE_PARTN,"Participation rate in organised learning (one year before the
            official primary entry age)",PF,French Polynesia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2023,,99.8,,PERCENT,percent,N,National,C,Country Data,"French Polynesia Government, preliminary 2023 Sustainable Development Goals in French Polynesia, 2024.",,,,,